asset_ticker,asset_type,query_keyword,news_category,title,description,source,published_at,sentiment,confidence,prob_negative,prob_positive,url,is_financial,financial_confidence,financial_label
TSLA,Company,CATEGORY_SCIENCE,science,Satellite study reveals 24.2 billion ton annual groundwater loss in High Mountain Asia - Phys.org,"A recent satellite-based study has uncovered alarming declines in groundwater storage across High Mountain Asia (HMA), widely known as the ""Asian Water Tower."" This critical water source, which sustains agricultural irrigation, urban water supplies and ecolog…",Phys.Org,2026-02-01T22:30:01Z,Negative,0.9557388424873352,0.9557388424873352,0.0442611500620842,https://phys.org/news/2026-01-satellite-reveals-billion-ton-annual.html,0,0.00019463749777060002,Non-Financial
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,"It's the size of 3 Central Parks in New York, could be 8,650 years old – and glows in the dark. Forget the blue whale this beast is the world's biggest organism - BBC Wildlife Magazine",This humongous fungus is the biggest organism in the world,Discoverwildlife.com,2026-02-01T20:22:44Z,Positive,0.636496901512146,0.3635030686855316,0.636496901512146,https://www.discoverwildlife.com/plant-facts/fungi/biggest-oldest-organism,0,0.0001999408268602565,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,Mapped: The World’s 12 Largest Impact Craters - Visual Capitalist,"See Earth's largest impact craters, including the ones tied to extinction events and rare geological formations.",Visual Capitalist,2026-02-01T20:15:06Z,Positive,0.8562281131744385,0.1437719166278839,0.8562281131744385,https://www.visualcapitalist.com/cp/worlds-12-largest-impact-craters/,0,3.7242425605654716e-05,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,250-Million-Year-Old Fossil Reveals Origins of Our Unique Hearing - ScienceAlert,"Modern mammals have unique hearing abilities, able to sense a broad range of volumes and frequencies using middle-ear features, including our eardrums and a few small bones.",ScienceAlert,2026-02-01T18:04:33Z,Positive,0.9543904066085817,0.0456095337867736,0.9543904066085817,https://www.sciencealert.com/250-million-year-old-fossil-reveals-origins-of-our-unique-hearing,0,9.193417645292357e-05,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,New Data Points to Massive Underground Structures Beneath Venus - Indian Defence Review,"Beneath Venus’s scorched surface, scientists may have found something massive—and it could rewrite planetary history.",Indiandefencereview.com,2026-02-01T17:57:51Z,Positive,0.8049528002738953,0.1950471699237823,0.8049528002738953,https://indiandefencereview.com/what-lies-beneath-venus-new-data-points/,0,6.1064500187058e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,Bright Light Streaks Across New Zealand Skyline: What Could It Be? - The Daily Galaxy,"A mysterious streak of light appeared over Wellington, New Zealand, on January 30, 2026.",The Daily Galaxy --Great Discoveries Channel,2026-02-01T17:16:00Z,Positive,0.827235996723175,0.1727640181779861,0.827235996723175,https://dailygalaxy.com/2026/02/bright-light-streaks-across-new-zealand/,0,4.9996138841379434e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,Imaging the Wigner crystal state in a new type of quantum material - Phys.org,"In some solid materials under specific conditions, mutual Coulomb interactions shape electrons into many-body correlated states, such as Wigner crystals, which are essentially solids made of electrons. So far, the Wigner crystal state remains sensitive to var…",Phys.Org,2026-02-01T15:50:01Z,Negative,0.5931021571159363,0.5931021571159363,0.4068978130817413,https://phys.org/news/2026-01-imaging-wigner-crystal-state-quantum.html,0,0.0001449097617296502,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,"Galactic Monsters Grew in Cocoons Like Giant Bugs, Scientists Say - Futurism","Astronomers say that ancient almost impossibly massive ""Little Red Dots"" may be black holes trapped in ""cocoons.""",Futurism,2026-02-01T15:30:00Z,Negative,0.6147624850273132,0.6147624850273132,0.3852375149726867,http://futurism.com/space/james-webb-red-dots,0,6.23796513536945e-05,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,"Earliest hand-held wooden tools found in Greece date back 430,000 years - Phys.org",An international team has discovered the earliest known hand-held wooden tools used by humans. A study jointly led by Professor Katerina Harvati from the Senckenberg Centre for Human Evolution and Palaeoenvironment at the University of Tübingen and Dr. Annemi…,Phys.Org,2026-02-01T15:10:01Z,Positive,0.912570297718048,0.0874296799302101,0.912570297718048,https://phys.org/news/2026-01-earliest-held-wooden-tools-greece.html,0,7.886435196269304e-05,Non-Financial
AAPL,Company,CATEGORY_SCIENCE,science,This Photo of Mars at Night Is Straight Up Haunting - Futurism,An image taken by NASA's Curiosity rover shows its LED lights lighting up a hole it drilled into the surface of the rock.,Futurism,2026-02-01T14:45:00Z,Positive,0.7941325306892395,0.2058673948049545,0.7941325306892395,http://futurism.com/space/photo-mars-night-curiosity,0,7.456204912159592e-05,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,This Photo of Mars at Night Is Straight Up Haunting - Futurism,An image taken by NASA's Curiosity rover shows its LED lights lighting up a hole it drilled into the surface of the rock.,Futurism,2026-02-01T14:45:00Z,Positive,0.7941325306892395,0.2058673948049545,0.7941325306892395,http://futurism.com/space/photo-mars-night-curiosity,0,7.456204912159592e-05,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,Scientists discover an extinct species that measured 26 feet in length: it inhabited the Earth 400 million yea - Diario AS,"‘Prototaxites taiti’ was not a fungus but an extinct eukaryotic lineage, a study reveals, resolving a mystery that as perplexed experts for centuries.",As.com,2026-02-01T14:18:08Z,Negative,0.6931860446929932,0.6931860446929932,0.3068139851093292,https://en.as.com/latest_news/scientists-discover-an-extinct-species-that-measured-26-feet-in-length-it-inhabited-the-earth-400-million-years-ago-f202602-n/,0,8.630601951153949e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,Multi-agent AI and robots automate materials discovery in closed-loop lab system - Phys.org,"Traditional processes used to discover new materials are complex, time-consuming, and costly, often requiring years of sustained effort. Recent advances in large language models (LLMs) have demonstrated powerful capabilities in information processing, offerin…",Phys.Org,2026-02-01T14:00:01Z,Negative,0.9360431432724,0.9360431432724,0.0639568567276001,https://phys.org/news/2026-01-multi-agent-ai-robots-automate.html,0,5.793968011857942e-05,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,A 512-Million-Year-Old Fossil Site in China Reveals Strange Sea Creatures From an Ancient Underwater World - Indian Defence Review,"A 512-million-year-old ecosystem, frozen in stone, reveals an explosive comeback after a mass extinction no one fully understood, until now.",Indiandefencereview.com,2026-02-01T12:30:00Z,Negative,0.5571121573448181,0.5571121573448181,0.4428878128528595,https://indiandefencereview.com/china-fossil-discovery-ancient-sea-creatures-resurface/,0,5.862440593773499e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,Fungus could be the insecticide of the future - Ars Technica,Plant chemicals made more potent by insect pests are detoxified by the fungus.,Ars Technica,2026-02-01T12:00:13Z,Positive,0.9310680031776428,0.0689320117235183,0.9310680031776428,https://arstechnica.com/science/2026/02/fungus-could-be-the-insecticide-of-the-future/,0,9.829079499468207e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,"February Has 8 Night Sky Wonders—Including a 6-Planet Parade, a 'Ring of Fire' Eclipse and a Once-in-decades Moon Mission - Travel + Leisure",Here's what to see in the February 2026 night sky.,Travel+Leisure,2026-02-01T11:56:00Z,Positive,0.7423586249351501,0.2576413154602051,0.7423586249351501,https://www.travelandleisure.com/february-2026-astronomy-guide-11894989,0,0.00017247254436369985,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,"Buried for 3.4 Million Years, New Fossil Evidence Is Removing Lucy From the Story of Human Evolution - The Daily Galaxy","A 3.4-million-year-old fossil foot uncovered in Ethiopia is shaking the foundations of human origins. Hidden for over a decade, this ancient find reveals a shocking twist in how early ancestors moved.",The Daily Galaxy --Great Discoveries Channel,2026-02-01T11:45:00Z,Negative,0.947368621826172,0.947368621826172,0.0526313483715057,https://dailygalaxy.com/2026/02/ethiopia-fossil-discovery-removes-lucy-from-evolution-story/,0,4.105153857381083e-05,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,"Buried for 3.4 Million Years, New Fossil Evidence Is Removing Lucy From the Story of Human Evolution - The Daily Galaxy","A 3.4-million-year-old fossil foot uncovered in Ethiopia is shaking the foundations of human origins. Hidden for over a decade, this ancient find reveals a shocking twist in how early ancestors moved.",The Daily Galaxy --Great Discoveries Channel,2026-02-01T11:45:00Z,Negative,0.947368621826172,0.947368621826172,0.0526313483715057,https://dailygalaxy.com/2026/02/ethiopia-fossil-discovery-removes-lucy-from-evolution-story/,0,4.105153857381083e-05,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,"‘Long lost cave in New Zealand’ reveals million-year-old wildlife, extinct birds, and a Kākāpō ancestor - Times of India","Rest of World News: For a long time, New Zealand’s ancient past felt incomplete. Bits and pieces here and there. A few fossils. Large gaps. Now, a cave near Waitomo on th.",The Times of India,2026-02-01T10:34:00Z,Negative,0.9195676445961,0.9195676445961,0.0804322883486747,https://timesofindia.indiatimes.com/world/rest-of-world/long-lost-cave-in-new-zealand-reveals-million-year-old-wildlife-extinct-birds-and-a-kkp-ancestor/articleshow/127839328.cms,0,0.00013916722673457116,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,Scientists discover hidden geometry that bends electrons like gravity - ScienceDaily,"Researchers have discovered a hidden quantum geometry inside materials that subtly steers electrons, echoing how gravity warps light in space. Once thought to exist only on paper, this effect has now been observed experimentally in a popular quantum material.…",Science Daily,2026-02-01T10:05:29Z,Positive,0.8279671669006348,0.1720328480005264,0.8279671669006348,https://www.sciencedaily.com/releases/2026/01/260131084616.htm,0,4.141707540838979e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,Dispatch Uncensored Physical Switch Release Apparently Not Possible - Nintendo Life,"And it's ""no comment"" on ""why separate SKUs were not possible""",Nintendo Life,2026-02-03T04:30:00Z,Negative,0.7698237895965576,0.7698237895965576,0.2301762551069259,https://www.nintendolife.com/news/2026/02/dispatch-uncensored-physical-switch-release-apparently-not-possible,0,6.234385364223272e-05,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,Pokémon 30th Anniversary Nintendo Store Event Announced (US) - Nintendo Life,Pokémon Day is almost here!,Nintendo Life,2026-02-03T04:22:56Z,Positive,0.8607617020606995,0.1392383724451065,0.8607617020606995,https://www.nintendolife.com/news/2026/02/pokemon-30th-anniversary-nintendo-store-event-announced-us,0,6.913277320563793e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,Azure Striker Gunvolt Trilogy Enhanced ‘CONNECT iX’ Copen mode update now available - Gematsu,"Inti Creates has released an update for Azure Striker Gunvolt Trilogy Enhanced that adds the new “CONNECT iX” mode to Azure Striker Gunvolt 3, in which Copen from Gunvolt Chronicles: Lu…",Gematsu,2026-02-03T03:00:39Z,Positive,0.944775938987732,0.0552240051329135,0.944775938987732,https://www.gematsu.com/2026/02/azure-striker-gunvolt-trilogy-enhanced-connect-ix-copen-mode-update-now-available,0,0.00021742063108831644,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,"Android 16 QPR3: Pixel adds Adaptive Connectivity auto-switch, battery settings - 9to5Google","With Android 16 QPR3, Google is introducing more granular Adaptive Connectivity settings on Pixel phones...",9to5google.com,2026-02-03T00:54:00Z,Positive,0.9908024072647096,0.0091975955292582,0.9908024072647096,http://9to5google.com/2026/02/02/pixel-adaptive-connectivity-settings/,0,0.00010549936268944293,Non-Financial
TTE,Company,CATEGORY_TECHNOLOGY,technology,"Android 16 QPR3: Pixel adds Adaptive Connectivity auto-switch, battery settings - 9to5Google","With Android 16 QPR3, Google is introducing more granular Adaptive Connectivity settings on Pixel phones...",9to5google.com,2026-02-03T00:54:00Z,Positive,0.9908024072647096,0.0091975955292582,0.9908024072647096,http://9to5google.com/2026/02/02/pixel-adaptive-connectivity-settings/,0,0.00010549936268944293,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,Google Home gets the upgrade we've all been waiting for - Android Police,It's time to get physical,Android Police,2026-02-02T23:33:33Z,Positive,0.989250898361206,0.010749127715826,0.989250898361206,https://www.androidpolice.com/google-home-gets-the-upgrade-weve-all-been-waiting-for/,0,0.02200063318014145,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,Where’s the February Pixel Update? - Droid Life,"Pixel updates are no longer released on the first Monday of the month, as Google has shifted to a schedule that gives it more flexibility and to release updates when they are truly ready. We probably don’t need to keep explaining this to you, so this may be t…",Droid Life,2026-02-02T23:03:57Z,Negative,0.8861570358276367,0.8861570358276367,0.1138429343700409,https://www.droid-life.com/2026/02/02/wheres-the-february-pixel-update/,0,0.00011243281187489629,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,What’s new in Android’s February 2026 Google System Updates - 9to5Google,"The monthly “Google System Release Notes” primarily detail what’s new in Play services, Play Store, and Play system update across...",9to5google.com,2026-02-02T22:53:00Z,Negative,0.6031161546707153,0.6031161546707153,0.3968838453292846,http://9to5google.com/2026/02/02/february-2026-google-system-updates/,0,0.004553704988211393,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,Physicists Converted Lead Into Gold - Here's How - bgr.com,"Turning lead into gold famously used to be the goal of ancient alchemists, but their modern counterparts have actually managed the feat, though it wasn't easy.",BGR,2026-02-02T22:47:00Z,Positive,0.9305647015571594,0.0694353431463241,0.9305647015571594,https://www.bgr.com/2088036/physicists-turned-lead-to-gold-hadron-collider/,0,4.1236966353608295e-05,Non-Financial
GOLD,Commodity,CATEGORY_TECHNOLOGY,technology,Physicists Converted Lead Into Gold - Here's How - bgr.com,"Turning lead into gold famously used to be the goal of ancient alchemists, but their modern counterparts have actually managed the feat, though it wasn't easy.",BGR,2026-02-02T22:47:00Z,Positive,0.9305647015571594,0.0694353431463241,0.9305647015571594,https://www.bgr.com/2088036/physicists-turned-lead-to-gold-hadron-collider/,0,4.1236966353608295e-05,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,12 Useful Mini Tools That Every Homeowner Should Have Around The Home - SlashGear,"Some solid mini tools for homeowners include the Husky Stubby Ratchet and Socket Set, the Leatherman Bond multitool, and the Kobalt Portable Mini Toolbox.",SlashGear,2026-02-02T21:30:00Z,Positive,0.9667869210243224,0.0332130454480648,0.9667869210243224,https://www.slashgear.com/2086367/useful-home-mini-tool-every-homeowner-should-own/,0,0.0013408170780166984,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,12 Useful Mini Tools That Every Homeowner Should Have Around The Home - SlashGear,"Some solid mini tools for homeowners include the Husky Stubby Ratchet and Socket Set, the Leatherman Bond multitool, and the Kobalt Portable Mini Toolbox.",SlashGear,2026-02-02T21:30:00Z,Positive,0.9667869210243224,0.0332130454480648,0.9667869210243224,https://www.slashgear.com/2086367/useful-home-mini-tool-every-homeowner-should-own/,0,0.0013408170780166984,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,Russian hackers exploit recently patched Microsoft Office bug in attacks - BleepingComputer,"Ukraine's Computer Emergency Response Team (CERT) says that Russian hackers are exploiting CVE-2026-21509, a recently patched vulnerability in multiple versions of Microsoft Office.",BleepingComputer,2026-02-02T21:00:07Z,Negative,0.9661948680877686,0.9661948680877686,0.0338052101433277,https://www.bleepingcomputer.com/news/security/russian-hackers-exploit-recently-patched-microsoft-office-bug-in-attacks/,0,0.00017737419693730772,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,Samsung Confirms Ground-Breaking Galaxy S26 Ultra Feature - Forbes,"While we’re waiting for Samsung to announce its next flagship phones, the company has unveiled a killer new feature. Here’s what it is and why it’s so ground-breaking.",Forbes,2026-02-02T20:17:48Z,Positive,0.96235853433609,0.0376414023339748,0.96235853433609,https://www.forbes.com/sites/davidphelan/2026/02/02/galaxy-s26-ultra-samsung-confirms-ground-breaking-new-feature---why-it-matters/,0,0.001778532168827951,Non-Financial
ENGI,Company,CATEGORY_TECHNOLOGY,technology,Russia Is Building a Plasma Engine to Get Humans to Mars in 30 Days - AOL.com,"Plasma engines could be the future of human space travel, and Russia’s “manetoplasma rockets” have the most ambitious travel goals",Popular Mechanics,2026-02-02T20:14:29Z,Positive,0.984764814376831,0.0152352098375558,0.984764814376831,https://www.popularmechanics.com/space/rockets/a70162796/russian-plasma-engine-30-days/,0,0.00010491088323760778,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,Galaxy S26 is skipping built-in Qi2 magnets in latest leak - 9to5Google,"Leaks continue to tell us the GalaxyS26 series won’t be a particularly big upgrade, and it seems more likely than...",9to5google.com,2026-02-02T19:20:00Z,Negative,0.7593302130699158,0.7593302130699158,0.2406698018312454,http://9to5google.com/2026/02/02/galaxy-s26-is-skipping-built-in-qi2-magnets-in-latest-leak/,0,0.00016693744692020118,Non-Financial
SP500,Index,CATEGORY_TECHNOLOGY,technology,"Microsoft Stock (NASDAQ:MSFT) Falters on Hibernation Fix Flop, Unexpected Xbox Permaban - TipRanks",Tech giant Microsoft ($MSFT) has not been having a great Monday so far. Reports of a hibernation bug previously thought fixed have emerged to say that the fix did not,Tipranks.com,2026-02-02T18:38:52Z,Negative,0.9547947645187378,0.9547947645187378,0.0452052131295204,https://www.tipranks.com/news/microsoft-stock-nasdaqmsft-falters-on-hibernation-fix-flop-unexpected-xbox-permaban,0,0.03286971524357796,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,"Microsoft Stock (NASDAQ:MSFT) Falters on Hibernation Fix Flop, Unexpected Xbox Permaban - TipRanks",Tech giant Microsoft ($MSFT) has not been having a great Monday so far. Reports of a hibernation bug previously thought fixed have emerged to say that the fix did not,Tipranks.com,2026-02-02T18:38:52Z,Negative,0.9547947645187378,0.9547947645187378,0.0452052131295204,https://www.tipranks.com/news/microsoft-stock-nasdaqmsft-falters-on-hibernation-fix-flop-unexpected-xbox-permaban,0,0.03286971524357796,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,"Microsoft Stock (NASDAQ:MSFT) Falters on Hibernation Fix Flop, Unexpected Xbox Permaban - TipRanks",Tech giant Microsoft ($MSFT) has not been having a great Monday so far. Reports of a hibernation bug previously thought fixed have emerged to say that the fix did not,Tipranks.com,2026-02-02T18:38:52Z,Negative,0.9547947645187378,0.9547947645187378,0.0452052131295204,https://www.tipranks.com/news/microsoft-stock-nasdaqmsft-falters-on-hibernation-fix-flop-unexpected-xbox-permaban,0,0.03286971524357796,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,Casio’s Affordable Racing-Inspired Chronograph Gets a Sporty Reissue - Gear Patrol,"As the Japanese brand is wont to deliver, this driving watch looks way too good to be as affordable as it is.",Gear Patrol,2026-02-02T18:35:00Z,Positive,0.5349439382553101,0.4650560319423675,0.5349439382553101,https://www.gearpatrol.com/watches/casio-standard-chronograph-efb730d-1av/,0,0.11585280299186707,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,Intel Panther Lake Core Ultra review: Intel’s best laptop CPU in a very long time - Ars Technica,Intel manages big boosts to CPU and GPU speed without blowing up battery life.,Ars Technica,2026-02-02T18:23:56Z,Positive,0.95256245136261,0.0474375747144222,0.95256245136261,https://arstechnica.com/gadgets/2026/02/intel-panther-lake-core-ultra-review-intels-best-laptop-cpu-in-a-very-long-time/,0,0.00010197882511420175,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,Intel Panther Lake Core Ultra review: Intel’s best laptop CPU in a very long time - Ars Technica,Intel manages big boosts to CPU and GPU speed without blowing up battery life.,Ars Technica,2026-02-02T18:23:56Z,Positive,0.95256245136261,0.0474375747144222,0.95256245136261,https://arstechnica.com/gadgets/2026/02/intel-panther-lake-core-ultra-review-intels-best-laptop-cpu-in-a-very-long-time/,0,0.00010197882511420175,Non-Financial
TTE,Company,CATEGORY_TECHNOLOGY,technology,Intel Panther Lake Core Ultra review: Intel’s best laptop CPU in a very long time - Ars Technica,Intel manages big boosts to CPU and GPU speed without blowing up battery life.,Ars Technica,2026-02-02T18:23:56Z,Positive,0.95256245136261,0.0474375747144222,0.95256245136261,https://arstechnica.com/gadgets/2026/02/intel-panther-lake-core-ultra-review-intels-best-laptop-cpu-in-a-very-long-time/,0,0.00010197882511420175,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,"Canon Pricing Reveal: RF 14mm, 7-14mm & Limited G7 X III - Canon Rumors","On February 4, Canon is going to announce the RF 14 f/1.4L VCM, RF 7-14 f/2.8-3.5L STM Zoom Fisheye and a limited edition version of the PowerShot G7 X Mark III. All I know about the limited part of the G7X3 is that it'll be a graphite grey. The full specific…",Canonrumors.com,2026-02-02T17:39:18Z,Negative,0.5781487822532654,0.5781487822532654,0.421851247549057,https://www.canonrumors.com/how-much-will-canons-new-rf-lenses-g7-x-mark-iii-cost/,0,0.0002476105291862041,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,"Canon Pricing Reveal: RF 14mm, 7-14mm & Limited G7 X III - Canon Rumors","On February 4, Canon is going to announce the RF 14 f/1.4L VCM, RF 7-14 f/2.8-3.5L STM Zoom Fisheye and a limited edition version of the PowerShot G7 X Mark III. All I know about the limited part of the G7X3 is that it'll be a graphite grey. The full specific…",Canonrumors.com,2026-02-02T17:39:18Z,Negative,0.5781487822532654,0.5781487822532654,0.421851247549057,https://www.canonrumors.com/how-much-will-canons-new-rf-lenses-g7-x-mark-iii-cost/,0,0.0002476105291862041,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,"Google Pixel expected to see ‘strongest growth’ in 2026, report says - 9to5Google","The Google Pixel brand has been growing steadily in recent years and, as the smartphone market as a whole faces...",9to5google.com,2026-02-02T17:35:00Z,Positive,0.9891486763954164,0.0108513301238417,0.9891486763954164,http://9to5google.com/2026/02/02/google-pixel-expected-to-see-strongest-growth-in-2026-report-says/,0,0.000987846520729363,Non-Financial
AAPL,Company,CATEGORY_TECHNOLOGY,technology,Upcoming ‘Foldable iPhone’ Design Leaked With iPad-Style Button Placement - The Mac Observer,"Upcoming foldable iPhone design leaked, revealing new button placement, punch-hole camera, black camera bar, and Apple’s biggest battery yet.",The Mac Observer,2026-02-02T17:23:44Z,Positive,0.8676773905754089,0.1323226392269134,0.8676773905754089,https://www.macobserver.com/news/upcoming-foldable-iphone-design-leaked-with-ipad-style-button-placement/,0,5.510824848897755e-05,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,Upcoming ‘Foldable iPhone’ Design Leaked With iPad-Style Button Placement - The Mac Observer,"Upcoming foldable iPhone design leaked, revealing new button placement, punch-hole camera, black camera bar, and Apple’s biggest battery yet.",The Mac Observer,2026-02-02T17:23:44Z,Positive,0.8676773905754089,0.1323226392269134,0.8676773905754089,https://www.macobserver.com/news/upcoming-foldable-iphone-design-leaked-with-ipad-style-button-placement/,0,5.510824848897755e-05,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,Upcoming ‘Foldable iPhone’ Design Leaked With iPad-Style Button Placement - The Mac Observer,"Upcoming foldable iPhone design leaked, revealing new button placement, punch-hole camera, black camera bar, and Apple’s biggest battery yet.",The Mac Observer,2026-02-02T17:23:44Z,Positive,0.8676773905754089,0.1323226392269134,0.8676773905754089,https://www.macobserver.com/news/upcoming-foldable-iphone-design-leaked-with-ipad-style-button-placement/,0,5.510824848897755e-05,Non-Financial
TTE,Company,CATEGORY_TECHNOLOGY,technology,Upcoming ‘Foldable iPhone’ Design Leaked With iPad-Style Button Placement - The Mac Observer,"Upcoming foldable iPhone design leaked, revealing new button placement, punch-hole camera, black camera bar, and Apple’s biggest battery yet.",The Mac Observer,2026-02-02T17:23:44Z,Positive,0.8676773905754089,0.1323226392269134,0.8676773905754089,https://www.macobserver.com/news/upcoming-foldable-iphone-design-leaked-with-ipad-style-button-placement/,0,5.510824848897755e-05,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,"Why Civilization VII is the way it is, and how its devs plan to win critics back - Ars Technica","Firaxis' Ed Beach and Dennis Shirk talk major overhauls in ""Test of Time"" update.",Ars Technica,2026-02-02T17:00:49Z,Negative,0.8894135355949402,0.8894135355949402,0.1105864346027374,https://arstechnica.com/gaming/2026/02/interview-civilization-viis-devs-on-the-big-update-meant-to-win-critics-back/,0,0.0001939433568622917,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,"Why Civilization VII is the way it is, and how its devs plan to win critics back - Ars Technica","Firaxis' Ed Beach and Dennis Shirk talk major overhauls in ""Test of Time"" update.",Ars Technica,2026-02-02T17:00:49Z,Negative,0.8894135355949402,0.8894135355949402,0.1105864346027374,https://arstechnica.com/gaming/2026/02/interview-civilization-viis-devs-on-the-big-update-meant-to-win-critics-back/,0,0.0001939433568622917,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,"Then and Now, Part 2 - Magic: The Gathering","Mark continues the backstory behind several callbacks in Lorwyn Eclisped, including Oft-Nabbed Goat, Figure of Fable, and more.",Wizards.com,2026-02-02T16:37:32Z,Negative,0.7276226878166199,0.7276226878166199,0.2723773121833801,https://magic.wizards.com/en/news/making-magic/then-and-now-part-2,0,0.0002824236871674657,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,Roundup: Here's What The Reviews Say About Square Enix's Dragon Quest VII Reimagined - Pure Xbox,Launching on Xbox this week!,Pure Xbox,2026-02-02T16:30:00Z,Negative,0.5995410680770874,0.5995410680770874,0.4004589021205902,https://www.purexbox.com/news/2026/02/roundup-heres-what-the-reviews-say-about-square-enixs-dragon-quest-vii-reimagined,0,0.00011799062485806644,Non-Financial
AAPL,Company,CATEGORY_TECHNOLOGY,technology,Teardown Of An Apple AirTag 2 With Die Shots - Hackaday,"There are a few possible ways to do a teardown of new electronics like the Apple AirTag 2 tracker, with [electronupdate] opting to go down to the silicon level, with die shots of the major ICs in a…",Hackaday,2026-02-02T16:30:00Z,Negative,0.9644574522972108,0.9644574522972108,0.0355425328016281,https://hackaday.com/2026/02/02/teardown-of-an-apple-airtag-2-with-die-shots/,0,0.00012566553778015077,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,Teardown Of An Apple AirTag 2 With Die Shots - Hackaday,"There are a few possible ways to do a teardown of new electronics like the Apple AirTag 2 tracker, with [electronupdate] opting to go down to the silicon level, with die shots of the major ICs in a…",Hackaday,2026-02-02T16:30:00Z,Negative,0.9644574522972108,0.9644574522972108,0.0355425328016281,https://hackaday.com/2026/02/02/teardown-of-an-apple-airtag-2-with-die-shots/,0,0.00012566553778015077,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,Teardown Of An Apple AirTag 2 With Die Shots - Hackaday,"There are a few possible ways to do a teardown of new electronics like the Apple AirTag 2 tracker, with [electronupdate] opting to go down to the silicon level, with die shots of the major ICs in a…",Hackaday,2026-02-02T16:30:00Z,Negative,0.9644574522972108,0.9644574522972108,0.0355425328016281,https://hackaday.com/2026/02/02/teardown-of-an-apple-airtag-2-with-die-shots/,0,0.00012566553778015077,Non-Financial
AIR,Company,CATEGORY_TECHNOLOGY,technology,Teardown Of An Apple AirTag 2 With Die Shots - Hackaday,"There are a few possible ways to do a teardown of new electronics like the Apple AirTag 2 tracker, with [electronupdate] opting to go down to the silicon level, with die shots of the major ICs in a…",Hackaday,2026-02-02T16:30:00Z,Negative,0.9644574522972108,0.9644574522972108,0.0355425328016281,https://hackaday.com/2026/02/02/teardown-of-an-apple-airtag-2-with-die-shots/,0,0.00012566553778015077,Non-Financial
